Date,Ticker,Type,ret_z,volz,range_pct,Why,Mkt_flag,Severity,Return
2018-12-03,NVDA,detected,1.084165871507386,0.5555947706390635,60.31746031746032,ML flagged,0,68.77603287177755,0.0404454713451924
2018-12-03,AMZN,detected,1.7185169474825972,0.243149553479109,42.85714285714285,ML flagged,0,64.4630192502533,0.0486282085643858
2018-12-03,MSFT,detected,0.5283821554161982,0.1773286757401044,61.90476190476191,ML flagged,0,56.45052347180007,0.010821502958985
2018-12-03,AAPL,detected,1.7625510281000272,-0.1852376849061013,33.33333333333333,ML flagged,0,56.0579196217494,0.0349423857229469
2018-12-04,AMZN,detected,-1.8783305932281729,1.1341946533111282,95.23809523809524,range_pct=95.2,1,89.90206011482609,-0.0586562333818875
2018-12-04,MSFT,detected,-1.5785000584103548,1.0572357808259674,90.47619047619048,ML flagged,1,86.0984464707869,-0.0318494731567412
2018-12-04,NVDA,detected,-1.5470006361560382,0.3287238891001028,88.88888888888889,ML flagged,1,80.02856579984238,-0.0760408965260992
2018-12-04,AAPL,detected,-1.831078744806616,-0.0961664466052246,85.71428571428571,ML flagged,1,75.02532928064842,-0.0439888361147287
2018-12-06,AMZN,detected,0.670897943523691,1.1037564371564517,87.3015873015873,ML flagged,0,74.80088371045817,0.0184547569777222
2018-12-06,MSFT,detected,0.288162481980358,1.2788597567698483,88.88888888888889,ML flagged,0,67.61721828211189,0.0061740525682976
2018-12-06,NVDA,detected,0.3406611803278885,-0.0412480797237646,68.25396825396825,ML flagged,0,51.12011707756388,0.0075106034775016
2018-12-06,AAPL,detected,-0.3271659763626098,0.1753155932358466,50.79365079365079,ML flagged,0,48.00391196667792,-0.0111494132791829
2018-12-07,MSFT,detected,-1.971843200148517,0.8813871010543618,95.23809523809524,range_pct=95.2,1,88.97120905099628,-0.0400220266118159
2018-12-07,AMZN,detected,-1.2702280003308382,0.4946872238322024,88.88888888888889,ML flagged,1,79.62962962962963,-0.0412313743250244
2018-12-07,AAPL,detected,-1.4015543826360244,0.1958535389917194,90.47619047619048,ML flagged,1,78.34135427220534,-0.0356569486142294
2018-12-07,NVDA,detected,-1.3197343942171498,-0.1351968913210377,93.65079365079364,ML flagged,1,74.08040639423618,-0.0674710181695645
2018-12-10,MSFT,detected,1.263713500583138,0.4777958041310577,85.71428571428571,ML flagged,0,78.21681864235056,0.026426126746726
2018-12-10,AAPL,detected,0.4551010785594615,1.7017145521579058,93.65079365079364,ML flagged,0,75.36586738714398,0.0065877928880548
2018-12-10,AMZN,detected,0.3078000509299414,0.3843067530047672,73.01587301587301,ML flagged,0,57.00706405493639,0.007304527188374
2018-12-10,NVDA,detected,0.81067437070936,-0.4232107340976203,63.49206349206349,ML flagged,0,53.74380839806371,0.0287920222429529
2018-12-11,MSFT,detected,0.4348197689226378,0.5874778308107573,73.01587301587301,ML flagged,0,62.281886749971854,0.0092945907070978
2018-12-11,NVDA,detected,-0.3443604468240504,-0.3087451884698838,84.12698412698413,ML flagged,0,52.73204435438478,-0.0241669723226103
2018-12-11,AAPL,detected,-0.0878205341666569,0.4582861719269973,66.66666666666666,ML flagged,0,48.374704491725765,-0.0057192815857348
2018-12-11,AMZN,detected,0.1112837363203761,-0.2691237533004385,58.730158730158735,ML flagged,0,37.52884723629405,0.0013466913450979
2018-12-12,NVDA,detected,0.2876942003723152,-0.4112832881898829,69.84126984126983,ML flagged,0,44.73432398964314,0.0047911631266823
2018-12-12,AMZN,detected,0.4756259626785616,-0.0582251888157083,36.507936507936506,ML flagged,0,43.24200720477317,0.0123536725912016
2018-12-12,MSFT,detected,0.2169008613323666,-0.002074009996545,42.85714285714285,ML flagged,0,38.39918946301925,0.0045125235593994
2018-12-12,AAPL,detected,0.3029411249245795,-0.8400216966963617,15.873015873015872,ML flagged,0,22.48958685128898,0.0027871558094116
2018-12-13,MSFT,detected,0.1638896013015568,-0.4997307489759946,42.85714285714285,ML flagged,0,30.154508611955418,0.0033918749300743
2018-12-13,AAPL,detected,0.647733127668125,-1.3346944262234643,20.634920634920636,ML flagged,0,27.578661488235955,0.0109401709087835
2018-12-13,NVDA,detected,0.1751966277315109,-1.3281009637764034,39.68253968253968,ML flagged,0,21.693825284250817,-6.73217810255311e-05
2018-12-13,AMZN,detected,-0.0238114706467912,-0.9090100719495888,41.26984126984127,ML flagged,0,21.0704435438478,-0.0031018394859888
2018-12-14,MSFT,detected,-1.4650119608672043,0.8586021079032284,73.01587301587301,ML flagged,1,78.81557469323427,-0.03124704308195
2018-12-14,AMZN,detected,-1.2021562293972934,-0.1617992057682001,55.55555555555556,ML flagged,1,59.83057525610717,-0.0400812663607953
2018-12-14,AAPL,detected,-1.22452543301816,-0.1716992721005721,47.61904761904761,ML flagged,1,57.22939885173927,-0.0319977303534171
2018-12-14,NVDA,detected,-0.1735749403785323,-1.25199884413515,30.15873015873016,ML flagged,1,18.785179556456157,-0.0163878835695382
2018-12-17,MSFT,detected,-1.3394138047010589,1.422384617316052,87.3015873015873,ML flagged,1,85.61648654733762,-0.0296142911826562
2018-12-17,AMZN,detected,-1.3165568431985333,1.0169646161523636,76.19047619047619,ML flagged,1,79.38618709895304,-0.0446005103778281
2018-12-17,AAPL,detected,-0.2104376206378704,0.2155957487090374,80.95238095238095,ML flagged,1,53.890155352921305,-0.0093060686555463
2018-12-17,NVDA,detected,-0.2315325397449206,-0.3631794330251343,60.31746031746032,ML flagged,1,40.00830237532365,-0.0195971739126339
2018-12-18,MSFT,detected,0.5300317753535518,0.8572221071138321,26.984126984126984,ML flagged,0,50.92733310818417,0.0104966318197454
2018-12-18,AMZN,detected,0.726519765552614,-0.1368202317684152,36.507936507936506,ML flagged,0,47.14271642463132,0.020099772900473
2018-12-18,NVDA,detected,0.7043529693475145,-0.7889590752436872,42.85714285714285,ML flagged,0,41.05876393110435,0.02340167531203
2018-12-18,AAPL,detected,0.7523455692090242,-0.9252385866535826,28.57142857142857,ML flagged,0,35.67629179331307,0.0129925817282634
2018-12-19,AAPL,detected,-1.18542230769432,0.8224267934732035,98.4126984126984,range_pct=98.4,1,84.62160869075763,-0.0311918065055558
2018-12-19,AMZN,detected,-1.042467561180329,0.9847185927840008,95.23809523809524,range_pct=95.2,1,82.32227288078353,-0.0363524023023631
2018-12-19,NVDA,detected,-1.0542512378332995,-0.0633911701627511,90.47619047619048,ML flagged,1,71.0275244849713,-0.0573702236116988
2018-12-19,MSFT,detected,-0.0754257558683116,1.797327849800199,95.23809523809524,range_pct=95.2,1,64.81340763255656,-0.00269301710655
