Date,Open,High,Low,Close,Adj Close,Volume,ticker,ret,log_volume,intraday_range,ret_mean,ret_std,ret_z,vol_mean,vol_std,volz,range_pct,sufficient_history,kmeans_anomaly,kmeans_distance,kmeans_cluster,dbscan_anomaly,dbscan_cluster,rule_anomaly,anomaly_type,consensus_anomaly,severity,market_ret,breadth,market_anomaly,flag_rate
2018-01-04,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,84.15019226074219,21912000.0,MSFT,0.008801663803753357,16.902545035562145,0.012512960161265657,0.0025453749615840324,0.011894848323326337,0.525965814145131,16.88640918700732,0.3783888663431227,0.04264355947977944,61.904761904761905,True,0,0.3582201609841579,2,0,0,0,,0,52.77303484474799,0.005798471555239049,1.0,0,0.0
2018-01-04,215.75999450683597,218.0500030517578,212.69000244140625,213.58999633789065,212.0402374267578,14581700.0,NVDA,0.005271278372718902,16.495277944406425,0.025094811097202605,0.0029119764451952575,0.020591169900495844,0.11457827763754475,16.25221019090699,0.4264282019019753,0.5700086127399802,65.07936507936508,True,0,0.6732439043156226,2,0,0,0,,0,48.519150909589165,0.005798471555239049,1.0,0,0.0
2018-01-05,173.44000244140625,175.3699951171875,173.0500030517578,175.0,169.45721435546875,23660000.0,AAPL,0.011385240715112932,16.97929645877994,0.01325709751674107,0.00202427772984246,0.011272362448187905,0.8304341458106539,17.030815483497527,0.22904580074248715,-0.22492891073003413,60.317460317460316,True,0,0.5215440512828248,2,0,0,0,,0,54.866776281118916,0.01210501277574555,1.0,0,0.0
2018-01-05,1217.510009765625,1229.1400146484375,1210.0,1229.1400146484375,1229.1400146484375,3544700.0,AMZN,0.016162542167639904,15.080964370244512,0.015571874986034026,0.0037538077744661952,0.01909527786013358,0.6498322771598638,14.773085057660008,0.25968310183536836,1.1855962076567017,69.84126984126983,True,0,0.9432384140363466,3,0,0,0,,0,68.06793988068888,0.01210501277574555,1.0,0,0.0
2018-01-05,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,85.19349670410156,23407100.0,MSFT,0.01239812310976851,16.968549995831253,0.011112408774279279,0.0025931732257084713,0.011914132996520596,0.8229672824074274,16.85883977883197,0.3531094272770163,0.3106974932341274,53.96825396825397,True,0,0.6404314102179435,2,0,0,0,,0,58.92567296949767,0.01210501277574555,1.0,0,0.0
2018-01-05,214.19000244140625,216.91000366210935,211.0800018310547,215.3999938964844,213.83709716796875,14503100.0,NVDA,0.008474145110460851,16.489873046594536,0.027065933130232145,0.0028629091436541475,0.020581653060477503,0.2726327775514813,16.216262559292392,0.3655697689894783,0.7484494152073172,73.01587301587301,True,0,0.9309476594057122,2,0,0,0,,0,57.57235607833218,0.01210501277574555,1.0,0,0.0
2018-01-08,174.35000610351562,175.61000061035156,173.92999267578125,174.35000610351562,168.82781982421875,20567800.0,AAPL,-0.003714179615449842,16.83923735265741,0.00963583524954311,0.002007463820806241,0.011257348891079492,-0.5082580640464437,17.0239136750593,0.2282724634976478,-0.8090170469186879,36.507936507936506,True,0,0.750423425776279,0,0,0,0,,0,33.88245957967073,0.010592906422957404,0.75,0,0.25
2018-01-08,1236.0,1253.0799560546875,1232.030029296875,1246.8699951171875,1246.8699951171875,4279500.0,AMZN,0.014424703660649518,15.269346971975931,0.016882214537397796,0.0037571644319268046,0.019097474994826915,0.5585834591105747,14.766390086210652,0.24914112385619197,2.0187629315984146,76.19047619047619,True,0,1.167337523661103,3,0,0,0,,0,71.77796749509896,0.010592906422957404,0.75,0,0.25
2018-01-08,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,85.28042602539062,22113000.0,MSFT,0.0010203750832178393,16.9116762740618,0.011101080318132275,0.0025179462283357085,0.011835520842170502,-0.1265318104517931,16.85355893401651,0.35046456164662576,0.16582942969735856,53.96825396825397,True,0,0.41451861867874795,2,0,0,0,,0,40.69858133603154,0.010592906422957404,0.75,0,0.25
2018-01-08,220.3999938964844,225.0,218.5800018310547,222.0,220.38922119140625,22030400.0,NVDA,0.030640726563412102,16.907933921064068,0.028918910670924832,0.003006195941093337,0.020588910281047326,1.3422039740353513,16.191223136174887,0.3236834626586735,2.214233488667977,76.19047619047619,True,0,0.9306848013226776,3,1,-1,0,,1,83.36495288686524,0.010592906422957404,0.75,0,0.25
2018-01-09,174.5500030517578,175.05999755859375,173.41000366210938,174.3300018310547,168.80845642089844,21584000.0,AAPL,-0.00011469320246193515,16.887462903760287,0.0094647730118388,0.0019577037152176966,0.011275880590818507,-0.18379008744259182,17.00828127611681,0.22918527017746623,-0.5271646253327013,34.92063492063492,True,0,0.636630743953399,0,0,0,0,,0,27.244461308206326,0.0009027990458385371,0.25,1,0.0
2018-01-09,1256.9000244140625,1259.3299560546875,1241.760009765625,1252.699951171875,1252.699951171875,3661300.0,AMZN,0.0046756727465717685,15.113329106695891,0.014025662148885834,0.0038448504260854967,0.019134118493596055,0.04342096483591281,14.785692935942366,0.2717574137178556,1.2056199469041333,53.96825396825397,True,0,1.1198608655590019,2,0,0,0,,0,46.90708067202092,0.0009027990458385371,0.25,1,0.0
2018-01-09,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,85.22247314453125,19484300.0,MSFT,-0.0006795566528023933,16.78511962236243,0.009861740359825141,0.0025278721508100875,0.011833973859710507,-0.27103542151450455,16.845551975886885,0.3469397867058832,-0.17418685921374977,46.03174603174603,True,0,0.5478925240272767,2,0,0,0,,0,38.38508400261389,0.0009027990458385371,0.25,1,0.0
2018-01-09,222.22000122070312,223.82000732421875,218.63999938964844,221.94000244140625,220.3296661376953,12425000.0,NVDA,-0.0002702267079532916,16.33522121042986,0.023339676838734252,0.003446017352012867,0.020881182654106278,-0.1779708717564732,16.221456705401607,0.35938881397952327,0.31654992430909745,52.38095238095239,True,0,0.5407678894951636,2,0,0,0,,0,43.05792702207045,0.0009027990458385371,0.25,1,0.0
2018-01-10,173.16000366210938,174.3000030517578,173.0,174.2899932861328,168.76971435546875,23959900.0,AAPL,-0.00022950310814462416,16.99189219931651,0.007458850776496334,0.0019006901495234178,0.011277154500452384,-0.18889440316159167,17.000019407806878,0.23031566809063897,-0.0352872568543496,17.46031746031746,True,0,0.7187023185696444,0,0,0,0,,0,27.898459073757877,0.0010943637477672796,0.5,0,0.0
2018-01-10,1245.1500244140625,1254.3299560546875,1237.22998046875,1254.3299560546875,1254.3299560546875,2686000.0,AMZN,0.0013011933793785069,14.80356402836607,0.01363275707751012,0.0038964512674296236,0.019131870211574968,-0.13565095847092754,14.803640466910048,0.2806417792082076,-0.00027237049832687664,50.79365079365079,True,0,0.3882841662687575,2,0,0,0,,0,37.88075212378001,0.0010943637477672796,0.5,0,0.0
2018-01-10,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,84.8360595703125,18652200.0,MSFT,-0.00453417461334904,16.74147471317654,0.008881789820170601,0.0024565172244093354,0.011839634216153503,-0.5904477964144036,16.83727221728319,0.3461710213592887,-0.2767346063894682,34.92063492063492,True,0,0.9009725035049574,0,0,0,0,,0,40.92308016610806,0.0010943637477672796,0.5,0,0.0
2018-01-10,218.1999969482422,223.82000732421875,216.0,223.67999267578125,222.0570373535156,14566600.0,NVDA,0.007839939333184276,16.494241863378395,0.0349606919719175,0.0030836448791143976,0.020741767653797434,0.2293098756267445,16.21727659266997,0.35743255817802777,0.7748741870955581,87.3015873015873,True,0,1.1517864124151354,1,0,0,0,,0,60.77383587343746,0.0010943637477672796,0.5,0,0.0
2018-01-11,174.58999633789062,175.49000549316406,174.49000549316406,175.27999877929688,169.72837829589844,18667700.0,AAPL,0.005680307892270919,16.74230536921048,0.005705157502078409,0.001890935933203496,0.011278752287003658,0.33597409561808544,17.001236643099304,0.23019623337261713,-1.1248284076890553,6.349206349206349,True,0,0.534308550040852,0,0,0,0,,0,16.85743797297582,0.007061879435057816,1.0,0,0.0
2018-01-11,1259.739990234375,1276.77001953125,1256.4599609375,1276.6800537109375,1276.6800537109375,3125000.0,AMZN,0.017818355966359167,14.954945161152589,0.015908495268422633,0.003977810467660563,0.019109392482742887,0.7242793442232207,14.797587074794649,0.27913135579397086,0.5637420427845686,73.01587301587301,True,0,0.917198965686867,2,0,0,0,,0,66.30409578616751,0.007061879435057816,1.0,0,0.0
2018-01-11,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,85.08721923828125,17808900.0,MSFT,0.0029605296290380334,16.69520894645566,0.01010444335997558,0.0023845461988006205,0.011868553697102859,0.048530171378530974,16.824307264606176,0.34432501840908997,-0.37493155448791254,46.03174603174603,True,0,0.4156528487325547,2,0,0,0,,0,29.05573473302557,0.007061879435057816,1.0,0,0.0
2018-01-11,225.0,226.2700042724609,223.2100067138672,224.0800018310547,222.4541473388672,10150800.0,NVDA,0.0017883242525631449,16.133063176594504,0.013655826194167962,0.0029049939705317654,0.02064990323056226,-0.05407624262149093,16.227826448673135,0.3623852892996563,-0.2614986652653106,11.11111111111111,True,0,0.5862981434513576,0,0,0,0,,0,19.208351778072895,0.007061879435057816,1.0,0,0.0
2018-01-12,176.17999267578125,177.36000061035156,175.64999389648438,177.08999633789062,171.48106384277344,25418100.0,AAPL,0.0103264142653825,17.0509721159783,0.009656145176063285,0.0019149170273152578,0.011285279417489136,0.7453505999617257,16.970934467107067,0.21967330477493066,0.36434852796406697,38.095238095238095,True,0,0.8777570327531186,2,0,0,0,,0,52.970657054322395,0.011253375224740653,0.75,0,0.25
2018-01-12,1273.3900146484375,1305.760009765625,1273.3900146484375,1305.199951171875,1305.199951171875,5443700.0,AMZN,0.02233911102318742,15.509969718394334,0.02480079399951254,0.0041352268788905,0.019182938410665703,0.9489617421988985,14.81088662759636,0.27968427403527835,2.4995437023189826,88.88888888888889,True,0,1.2420426686045924,3,1,-1,0,,1,83.84609709310904,0.011253375224740653,0.75,0,0.25
2018-01-12,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,86.55557250976562,24271500.0,MSFT,0.017257036775080614,17.004813421690695,0.014843770688666116,0.002404492623333507,0.01186844730212381,1.2514300530945424,16.812421624325843,0.3442654371027474,0.5588472470414146,79.36507936507937,True,0,0.5720409217905096,3,0,0,0,,0,75.02740361306098,0.011253375224740653,0.75,0,0.25
2018-01-12,223.6000061035156,224.9900054931641,221.33999633789065,222.97999572753903,221.3621063232422,8997900.0,NVDA,-0.004909061164687922,16.01250188587774,0.016369222464841248,0.0027645102803887365,0.0206265328313446,-0.3720241199807711,16.231899276165,0.36073454574805763,-0.6081962118441728,28.57142857142857,True,0,0.5255412914083261,0,0,0,0,,0,29.842534623411115,0.011253375224740653,0.75,0,0.25
2018-01-16,177.89999389648438,179.38999938964844,176.13999938964844,176.19000244140625,170.60955810546875,29565900.0,AAPL,-0.005082227260403194,17.20213226199679,0.01844599554438862,0.0021345924894991234,0.011312579515857695,-0.6379458690502263,16.983778006441764,0.2158809757063698,1.0114566358892845,84.12698412698413,True,0,0.4499053790471114,1,0,0,0,,0,71.26941967579417,-0.00804114650414739,0.0,1,0.75
2018-01-16,1323.0,1339.93994140625,1292.300048828125,1304.8599853515625,1304.8599853515625,7220700.0,AMZN,-0.0002604702980621987,15.792462597568685,0.03650958195740028,0.004395216075545045,0.019318581950347545,-0.2409951193944798,14.853258764815854,0.31457122058470427,2.985663472807418,95.23809523809523,True,1,1.9288595882729325,1,1,-1,1,volume_shock,1,71.35426547777145,-0.00804114650414739,0.0,1,0.75
2018-01-16,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,85.3480453491211,36599700.0,MSFT,-0.013950888725371091,17.415550628939318,0.031465747903902615,0.0025330201715303424,0.01198604411589305,-1.3752573396981747,16.813108124461603,0.3446522395818515,1.7479720652008701,98.4126984126984,True,0,0.9208555103944164,1,0,0,1,,1,89.97554754526864,-0.00804114650414739,0.0,1,0.75
2018-01-16,224.0500030517578,227.50999450683597,216.69000244140625,220.1100006103516,218.5129547119141,17558700.0,NVDA,-0.012870999732753075,16.68106016849191,0.04915720337752278,0.0026791086549982483,0.020647308752644165,-0.7531296714136271,16.2207344243055,0.36385978023169324,1.2651184784482234,95.23809523809523,True,0,0.6259474185387733,1,0,0,1,,1,79.02358818693479,-0.00804114650414739,0.0,1,0.75
2018-01-17,176.14999389648438,179.25,175.07000732421875,179.10000610351562,173.42739868164062,34386800.0,AAPL,0.01651631132195952,17.353183356854604,0.023338875116315248,0.0019531906622737663,0.011335562727474857,1.2847273807690416,16.99407149552853,0.2210815030338839,1.6243414313481515,92.06349206349206,True,0,0.5650338896886017,3,0,0,0,,0,86.29872046206708,0.012541051847297369,0.75,0,0.0
2018-01-17,1312.239990234375,1314.0,1280.8800048828125,1295.0,1295.0,5253800.0,AMZN,-0.007556355058972786,15.474462372606238,0.025575285804777994,0.004359206353225334,0.019325216408810603,-0.6165806888950948,14.901592072445201,0.374593221879679,1.5293130024971884,88.88888888888889,True,0,0.7424555635439682,1,0,0,0,,0,75.57916482219271,0.012541051847297369,0.75,0,0.0
2018-01-17,89.08000183105469,90.27999877929688,88.75,90.13999938964844,87.07721710205078,25621200.0,MSFT,0.020260238484155257,17.05893073077365,0.01697358320009683,0.002235422772874789,0.012160390776427131,1.4822550705912154,16.837210582835002,0.36858980346558073,0.6015362873270287,85.71428571428571,True,0,0.44409314830520347,3,0,0,0,,0,79.66704610130905,0.012541051847297369,0.75,0,0.0
2018-01-17,220.6999969482422,225.1199951171875,216.8999938964844,224.72000122070312,223.0894927978516,13460200.0,NVDA,0.020944012642047483,16.415247815204573,0.03657885891799203,0.0021789998126308194,0.020636147202940693,0.9093268986506176,16.232008663269568,0.3746416438057374,0.48910512238455,88.88888888888889,True,0,0.8082139160149878,3,0,0,0,,0,73.78633613693374,0.012541051847297369,0.75,0,0.0
2018-01-18,179.3699951171875,180.10000610351562,178.25,179.25999450683594,173.5823211669922,31193400.0,AAPL,0.0008932987897485312,17.25571712399882,0.010320239653053636,0.0019231513914857385,0.011293682178223623,-0.09118830099893799,17.018756965191617,0.23112053709687877,1.0252665190684112,44.44444444444444,True,0,1.0794823098679847,2,0,0,0,,0,43.93168068466873,-0.0005233884171582381,0.25,1,0.0
2018-01-18,1293.949951171875,1304.5999755859375,1284.02001953125,1293.3199462890625,1293.3199462890625,4026900.0,AMZN,-0.0012973387729247055,15.208507655473786,0.015912501862928658,0.004185453770760127,0.01938319305247684,-0.28286308144433464,14.924989305728186,0.3947428971580213,0.7182354504779079,69.84126984126983,True,0,0.8597718666418833,1,0,0,0,,0,56.58055608254811,-0.0005233884171582381,0.25,1,0.0
2018-01-18,89.80000305175781,90.66999816894533,89.66000366210938,90.0999984741211,87.0385971069336,24159700.0,MSFT,-0.0004435143474087466,17.000196555126493,0.011209706148064437,0.002524237443256937,0.01237053358270643,-0.23990471969352203,16.85068697295813,0.3713999918782777,0.4025567620146743,52.38095238095239,True,0,0.6239213645795564,2,0,0,0,,0,46.079175362043884,-0.0005233884171582381,0.25,1,0.0
2018-01-18,223.94000244140625,226.63999938964844,222.67999267578125,224.44000244140625,222.8115234375,10215800.0,NVDA,-0.0012459993380480316,16.13944619725655,0.017643943462801435,0.002238993000992725,0.02068584950060157,-0.16847220387141315,16.241819299009812,0.37670701297684045,-0.2717578794902256,33.33333333333333,True,0,0.7125591087627351,0,0,0,0,,0,29.437804338202742,-0.0005233884171582381,0.25,1,0.0
2018-01-19,178.61000061035156,179.5800018310547,177.41000366210938,178.4600067138672,172.8076629638672,32425100.0,AAPL,-0.004462771311715241,17.294443403042425,0.012159576864885847,0.0018787557740943134,0.011292121023591683,-0.5615881601586755,17.00671427561354,0.2099379775913709,1.370543419654616,53.96825396825397,True,0,1.2044169809111431,1,0,0,0,,0,61.98012184067961,0.005166058924599454,0.5,0,0.25
2018-01-19,1312.0,1313.0,1292.989990234375,1294.5799560546875,1294.5799560546875,4578500.0,AMZN,0.0009742444390812288,15.336882209942043,0.015456758520042859,0.004120854727840893,0.01939475657227075,-0.16224017324645,14.916839271045752,0.38656842194142604,1.0865940004121626,61.904761904761905,True,0,1.0777458207137736,2,0,0,0,,0,51.876620502118506,0.005166058924599454,0.5,0,0.25
2018-01-19,90.13999938964844,90.61000061035156,89.66000366210938,90.0,86.94198608398438,36875000.0,MSFT,-0.0011099790915807262,17.423044399742903,0.010555521647135416,0.002529462347256954,0.012369188054509705,-0.2942342278617465,16.81244291780907,0.3035526711496079,2.0115173406519684,44.44444444444444,True,0,1.7862549960991478,1,1,-1,0,,1,55.053858639516,0.005166058924599454,0.5,0,0.25
2018-01-19,228.08999633789065,231.08999633789065,227.0,230.1100006103516,228.4403533935547,15234500.0,NVDA,0.025262741662612553,16.539073216337478,0.017774092073539645,0.0022336506507947677,0.020686719173814656,1.1132301688837352,16.21827089860139,0.3662801032677712,0.8758387532264527,33.33333333333333,True,0,1.3716382210417628,2,0,0,0,,0,60.71270473660911,0.005166058924599454,0.5,0,0.25
2018-01-22,177.3000030517578,177.77999877929688,176.60000610351562,177.0,171.3939208984375,27108600.0,AAPL,-0.008181014899352523,17.115361615569327,0.006666625286899717,0.0018781476994930756,0.011292466949235788,-0.8907844261330413,17.01134383309371,0.21535129351828447,0.48301440843976134,12.698412698412698,True,0,1.3713314168725155,0,0,0,0,,0,47.92470330318937,0.012637041624107087,0.75,0,0.0
2018-01-22,1297.1700439453125,1327.449951171875,1296.6600341796875,1327.31005859375,1327.31005859375,4140100.0,AMZN,0.02528241101369244,15.236230741639181,0.023197230212214773,0.004327116700710021,0.019289138435918802,1.0863773682181348,14.937809748798518,0.3972084081620669,0.751295740965145,84.12698412698413,True,0,0.5442211158471806,3,0,0,0,,0,76.64790573157107,0.012637041624107087,0.75,0,0.0
2018-01-22,90.0,91.62000274658205,89.73999786376953,91.61000061035156,88.49727630615234,23601600.0,MSFT,0.01788882785200685,16.97682510667793,0.020521830261838042,0.0025077532812431526,0.012374438610168566,1.2429704995602366,16.836427386372595,0.33107437102243886,0.42406700232059974,88.88888888888889,True,0,0.6721852236939577,3,0,0,0,,0,76.60838128965618,0.012637041624107087,0.75,0,0.0
2018-01-22,230.42999267578125,233.75999450683597,228.1000061035156,233.69000244140625,231.99441528320312,13773600.0,NVDA,0.015557942530081581,16.438264347047056,0.024220070795452683,0.002648293850000147,0.02088456750243695,0.6181426786620439,16.229863790741213,0.37264801371996564,0.5592423494574881,55.55555555555556,True,0,0.6763423372246676,2,0,0,0,,0,58.25955437509223,0.012637041624107087,0.75,0,0.0
2018-01-23,177.3000030517578,179.44000244140625,176.82000732421875,177.0399932861328,171.43263244628906,32689100.0,AAPL,0.0002258630157279118,17.30255227755748,0.014798888480260234,0.0021238557966233606,0.010889016797252878,-0.17430325190992102,17.010771472248074,0.2150432215817713,1.3568471937627882,66.66666666666666,True,0,1.083455720160001,1,0,0,0,,0,55.58875608676406,0.01306782212139218,1.0,0,0.0
2018-01-23,1338.0899658203125,1364.9000244140625,1337.3399658203125,1362.5400390625,1362.5400390625,5169300.0,AMZN,0.02654238942939613,15.458248034249072,0.02022697154111727,0.004893841930830366,0.019373147543816693,1.1174506504478048,14.960186496576931,0.40028872828292333,1.2442556835563843,79.36507936507937,True,0,0.45962565424325963,3,0,0,0,,0,78.41385779632792,0.01306782212139218,1.0,0,0.0
2018-01-23,91.9000015258789,92.3000030517578,91.54000091552734,91.9000015258789,88.77743530273438,23412800.0,MSFT,0.0031657358087817666,16.968793482031977,0.008269881649745556,0.0027303440016894936,0.012524472529372749,0.034763257170200894,16.83658259219946,0.3311426321669625,0.39925661330520135,19.047619047619047,True,0,1.033181424870831,0,0,0,0,,0,28.7927654461519,0.01306782212139218,1.0,0,0.0
2018-01-23,235.8500061035156,239.8300018310547,235.1000061035156,238.91000366210935,237.17654418945312,11880700.0,NVDA,0.022337300231662915,16.290425876891952,0.019798232200560043,0.002877570363129824,0.020946641752575587,0.9290138633321353,16.248425060063106,0.3728689972555078,0.11264228458672933,42.857142857142854,True,0,0.7845256898654329,2,0,0,0,,0,54.25915386074748,0.01306782212139218,1.0,0,0.0
2018-01-24,177.25,177.3000030517578,173.1999969482422,174.22000122070312,168.7019500732422,51105100.0,AAPL,-0.015928603172458478,17.749394874066617,0.02353349830552296,0.0020999647140978717,0.010891543526950239,-1.6552797396575396,17.0265371909682,0.22396915319611957,3.2274875379404113,92.06349206349206,True,0,0.8034571912602557,4,1,-1,1,volume_shock,1,92.14201395476296,-0.008377124491448062,0.0,1,0.5
2018-01-24,1374.8199462890625,1388.1600341796875,1338.0,1357.510009765625,1357.510009765625,6807500.0,AMZN,-0.0036916561368250944,15.733535650426846,0.036950028963946766,0.005374677125144174,0.019530432145654534,-0.4642154639589918,14.997297967931113,0.4089404632031045,1.8003541609100493,95.23809523809523,True,0,1.047109216988441,1,0,0,1,,1,75.33832922279136,-0.008377124491448062,0.0,1,0.5
2018-01-24,92.5500030517578,93.43000030517578,91.58000183105467,91.81999969482422,88.70013427734375,33277500.0,MSFT,-0.000870728300801038,17.320392080953646,0.020148099327704422,0.002597232290406812,0.012473665949936161,-0.2780223412189571,16.836052471562812,0.33091051189095233,1.4636573253190228,87.3015873015873,True,0,0.8974823515982308,1,0,0,0,,0,66.74993149096734,-0.008377124491448062,0.0,1,0.5
2018-01-24,239.0399932861328,240.4900054931641,233.5500030517578,235.8000030517578,234.08909606933597,14499300.0,NVDA,-0.01301751035570764,16.48961099933226,0.029431731770940463,0.0033043539779157075,0.02106643402559958,-0.7747802293443211,16.272138916151135,0.35795624995047554,0.607538147848603,74.60317460317461,True,0,0.4626989876239373,1,0,0,0,,0,68.227618626025,-0.008377124491448062,0.0,1,0.5
2018-01-25,174.50999450683594,174.9499969482422,170.52999877929688,171.11000061035156,165.69044494628906,41529000.0,AAPL,-0.017851039218252485,17.54190256041754,0.025831325773941455,0.0018552540968000328,0.011121926747511534,-1.7718400816711786,17.069001495505454,0.27012724345175676,1.7506603234928464,93.65079365079364,True,0,0.9765939537196746,1,0,0,0,,0,90.87828579860452,0.001273233443702615,0.75,0,0.0
2018-01-25,1368.0,1378.3399658203125,1357.6199951171875,1377.949951171875,1377.949951171875,4753000.0,AMZN,0.015056936051454306,15.37428676598956,0.015036809345291342,0.005584314108038029,0.01935761285647775,0.48934840882316283,15.052781174439954,0.4265021906315652,0.7538193028629626,55.55555555555556,True,0,0.7784009568814292,2,0,0,0,,0,57.13073631400325,0.001273233443702615,0.75,0,0.0
2018-01-25,92.47000122070312,93.23999786376952,91.93000030517578,92.33000183105467,89.19282531738281,26383200.0,MSFT,0.005554569269292653,17.088238039817806,0.014188211118968326,0.0025793841758799583,0.012477877048837285,0.23843661044278555,16.8653394482149,0.34565364614615834,0.6448610846131314,66.66666666666666,True,0,0.7443007841142538,2,0,0,0,,0,53.3975210270031,0.001273233443702615,0.75,0,0.0
2018-01-25,238.0,239.75,235.75,236.3500061035156,234.63510131835935,10247100.0,NVDA,0.0023324676723159854,16.142505394276657,0.016924052873720244,0.0031202973226654765,0.021158845853603843,-0.03723403835256553,16.30338598689154,0.34619153620518245,-0.4647155436878649,26.984126984126984,True,0,0.43754329349177534,0,0,0,0,,0,20.980100760977255,0.001273233443702615,0.75,0,0.0
2018-01-26,172.0,172.0,170.05999755859375,171.50999450683594,166.0777587890625,39143000.0,AAPL,0.002337575005601611,17.48273219047276,0.011311308399166945,0.0014773823627891502,0.01138176616436895,0.07557630991771952,17.113392007022917,0.2674577451928506,1.3809290487147405,49.2063492063492,True,0,1.2764130042950637,2,0,0,0,,0,47.51101414448028,0.017024266433859958,1.0,0,0.0
